node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,project,gene_symbol,timestamp
10512,51,8763,300,2765,True,44528,1.8661630153656006,1,88,112,39,1,87,101,39,0,1,11,0,Glioblastoma,SEMA3C,2025-11-28T23:47:02.767583
1816,9,1292,300,3635,True,91805,0.28722500801086426,1,116,121,99,1,110,121,99,0,6,0,0,Glioblastoma,DRD5,2025-11-28T23:47:03.055939
799,6,1676,300,2927,True,50523,0.3903617858886719,1,82,127,63,1,79,127,63,0,3,0,0,Glioblastoma,CALCR,2025-11-28T23:47:03.447033
2335,807,16717,300,7181,True,1715075,4.812196731567383,1,0,0,0,1,25,48,51,0,-25,-48,-51,Glioblastoma,FN1,2025-11-28T23:47:08.259896
84767,5,1086,300,2240,True,60695,0.20204997062683105,1,188,108,2,1,184,108,2,0,4,0,0,Glioblastoma,TRIM51,2025-11-28T23:47:08.463586
5925,317,13953,300,4974,True,337066,2.9000518321990967,1,0,0,0,1,45,87,73,0,-45,-87,-73,Glioblastoma,RB1,2025-11-28T23:47:11.364265
1830,31,4537,300,2379,True,8932,0.9887211322784424,1,402,186,0,1,396,182,0,0,6,4,0,Glioblastoma,DSG3,2025-11-28T23:47:12.353552
3371,23,10020,300,7811,True,2077846,4.8205060958862305,1,7,16,31,1,5,12,29,0,2,4,2,Glioblastoma,TNC,2025-11-28T23:47:17.174792
7472,18,3209,300,4344,True,147485,0.8176159858703613,1,97,164,125,1,85,163,125,0,12,1,0,Glioblastoma,WNT2,2025-11-28T23:47:17.993098
23345,118,12776,300,6511,True,1079945,3.770705223083496,1,17,64,88,1,25,60,73,0,-8,4,15,Glioblastoma,SYNE1,2025-11-28T23:47:21.764441
93492,86,7841,300,4936,True,684616,2.582839012145996,1,43,75,12,1,44,56,12,0,-1,19,0,Glioblastoma,TPTE2,2025-11-28T23:47:24.348689
27445,58,10457,300,4781,True,320102,2.4076621532440186,1,14,58,101,1,18,51,90,0,-4,7,11,Glioblastoma,PCLO,2025-11-28T23:47:26.757144
348980,63,4256,300,4198,True,83345,0.8014199733734131,1,442,244,23,1,419,243,23,0,23,1,0,Glioblastoma,HCN1,2025-11-28T23:47:27.559081
728378,231,12336,300,2528,True,83190,2.439953088760376,1,44,25,23,2,84,24,16,-1,-40,1,7,Glioblastoma,POTEF,2025-11-28T23:47:29.999690
56129,43,4894,300,4671,True,789884,1.9528088569641113,1,220,90,23,1,213,83,23,0,7,7,0,Glioblastoma,PCDHB7,2025-11-28T23:47:31.953083
448834,293,13567,300,3488,True,161784,2.701381206512451,1,5,12,5,1,117,49,15,0,-112,-37,-10,Glioblastoma,KPRP,2025-11-28T23:47:34.655042
10060,5,946,300,4487,True,395358,0.617678165435791,1,69,135,106,1,66,135,106,0,3,0,0,Glioblastoma,ABCC9,2025-11-28T23:47:35.273451
11086,1,90,90,736,False,21055,0.03154611587524414,1,0,0,0,1,0,0,0,0,0,0,0,Glioblastoma,ADAM29,2025-11-28T23:47:35.305449
56145,32,1981,300,2195,True,8350,0.271237850189209,1,263,76,0,1,258,75,0,0,5,1,0,Glioblastoma,PCDHA3,2025-11-28T23:47:35.577070
56147,6,2598,300,3708,True,87084,0.6482620239257812,1,3,3,6,1,2,3,6,0,1,0,0,Glioblastoma,PCDHA1,2025-11-28T23:47:36.225685
5972,11,781,300,2959,True,50774,0.14837980270385742,1,115,101,73,1,109,101,73,0,6,0,0,Glioblastoma,REN,2025-11-28T23:47:36.374620
2903,64,7664,300,4806,True,383031,1.9613909721374512,1,36,32,11,1,31,26,11,0,5,6,0,Glioblastoma,GRIN2A,2025-11-28T23:47:38.336496
3417,122,12441,300,6167,True,1297542,3.969200849533081,1,20,26,75,1,23,37,69,0,-3,-11,6,Glioblastoma,IDH1,2025-11-28T23:47:42.306365
80731,27,3135,300,4119,True,228332,0.7443850040435791,1,18,3,3,1,12,3,3,0,6,0,0,Glioblastoma,THSD7B,2025-11-28T23:47:43.051366
