node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,project,gene_symbol,timestamp
643246,18,6373,300,5930,True,398541,2.062004804611206,1,11,8,2,1,9,8,2,0,2,0,0,Autophagy,MAP1LC3B2,2025-11-28T23:32:33.357951
8878,1219,17592,300,5292,True,329265,3.2827839851379395,1,0,0,0,1,64,173,122,0,-64,-173,-122,Autophagy,SQSTM1,2025-11-28T23:32:36.641353
57521,323,14856,300,5346,True,535531,3.275982141494751,1,0,0,0,1,58,108,161,0,-58,-108,-161,Autophagy,RPTOR,2025-11-28T23:32:39.917990
8887,340,14268,300,2808,True,55992,2.7827651500701904,1,0,0,0,1,99,73,14,0,-99,-73,-14,Autophagy,TAX1BP1,2025-11-28T23:32:42.701420
5305,201,11692,300,4870,True,340669,2.737208127975464,1,19,39,84,1,38,88,124,0,-19,-49,-40,Autophagy,PIP4K2A,2025-11-28T23:32:45.439266
57533,37,7781,300,2409,True,25453,1.6143629550933838,1,147,64,36,1,141,58,36,0,6,6,0,Autophagy,TBC1D14,2025-11-28T23:32:47.054551
1213,668,16981,300,6021,True,627202,3.5418548583984375,1,0,0,0,1,46,121,99,0,-46,-121,-99,Autophagy,CLTC,2025-11-28T23:32:50.597005
57535,15,5766,300,4323,True,146650,1.3652148246765137,1,19,64,16,1,13,64,16,0,6,0,0,Autophagy,KIAA1324,2025-11-28T23:32:51.962804
54463,75,9570,300,5349,True,1009854,3.2249562740325928,1,12,53,23,1,13,56,23,0,-1,-3,0,Autophagy,FAM134B,2025-11-28T23:32:55.188430
25793,590,15122,300,4382,True,596135,3.3950870037078857,1,0,0,0,1,100,31,6,0,-100,-31,-6,Autophagy,FBXO7,2025-11-28T23:32:58.584677
4286,50,10861,300,4736,True,172495,2.339627981185913,1,17,108,106,1,18,98,104,0,-1,10,2,Autophagy,MITF,2025-11-28T23:33:00.924994
100287171,86,9813,300,4482,True,228745,2.458948850631714,1,48,105,47,1,61,99,45,0,-13,6,2,Autophagy,WASH1,2025-11-28T23:33:03.384825
7879,883,16725,300,5959,True,526382,3.3668711185455322,1,0,0,0,1,56,119,111,0,-56,-119,-111,Autophagy,RAB7A,2025-11-28T23:33:06.752392
54472,359,14820,300,3049,True,41265,2.8938417434692383,1,0,0,0,1,125,231,54,0,-125,-231,-54,Autophagy,TOLLIP,2025-11-28T23:33:09.646856
9927,141,12431,300,6155,True,1155021,3.7513742446899414,1,13,28,62,1,32,43,56,0,-19,-15,6,Autophagy,MFN2,2025-11-28T23:33:13.398884
8396,83,10313,300,4260,True,134461,2.420426845550537,1,56,159,112,1,55,151,110,0,1,8,2,Autophagy,PIP4K2B,2025-11-28T23:33:15.820341
83667,38,9209,300,2268,True,19912,1.9466331005096436,1,90,87,2,1,93,87,2,0,-3,0,0,Autophagy,SESN2,2025-11-28T23:33:17.767539
8405,484,15134,300,6363,True,2123493,5.199578046798706,1,0,0,0,1,46,48,45,0,-46,-48,-45,Autophagy,SPOP,2025-11-28T23:33:22.967813
23766,2,1117,300,8522,True,7098478,11.856356143951416,1,1,5,0,1,0,5,0,0,1,0,0,Autophagy,GABARAPL3,2025-11-28T23:33:34.824858
8408,178,13017,300,3919,True,156541,2.7894928455352783,1,43,82,43,1,75,76,34,0,-32,6,9,Autophagy,ULK1,2025-11-28T23:33:37.614971
79065,448,14047,300,2861,True,37256,2.725944995880127,1,0,0,0,1,139,200,20,0,-139,-200,-20,Autophagy,ATG9A,2025-11-28T23:33:40.341517
440026,160,12116,300,5390,True,303000,2.8111538887023926,1,57,208,133,1,92,228,115,0,-35,-20,18,Autophagy,TMEM41B,2025-11-28T23:33:43.153322
116442,55,8272,300,1817,True,6293,1.8020567893981934,1,329,83,2,1,323,77,2,0,6,6,0,Autophagy,RAB39B,2025-11-28T23:33:44.955921
29919,143,11029,300,6283,True,657577,3.2850592136383057,1,44,92,109,1,56,83,93,0,-12,9,16,Autophagy,C18orf8,2025-11-28T23:33:48.241661
81631,548,15915,300,4073,True,130228,2.8646891117095947,1,0,0,0,1,66,136,24,0,-66,-136,-24,Autophagy,MAP1LC3B,2025-11-28T23:33:51.107274
738,137,11781,300,5068,True,396596,2.8850350379943848,1,41,81,44,1,46,102,45,0,-5,-21,-1,Autophagy,VPS51,2025-11-28T23:33:53.992974
5861,391,15525,300,7356,True,1167294,4.225459814071655,1,0,0,0,1,30,91,133,0,-30,-91,-133,Autophagy,RAB1A,2025-11-28T23:33:58.219422
55014,268,12385,300,1671,True,8352,2.4307899475097656,1,41,47,0,1,193,65,0,0,-152,-18,0,Autophagy,STX17,2025-11-28T23:34:00.650766
23274,625,14395,300,3045,True,36727,2.7470510005950928,1,0,0,0,1,101,244,36,0,-101,-244,-36,Autophagy,CLEC16A,2025-11-28T23:34:03.398384
7405,63,9837,300,4305,True,187610,2.2655200958251953,1,18,59,46,1,19,51,44,0,-1,8,2,Autophagy,UVRAG,2025-11-28T23:34:05.664523
7415,1404,18137,300,6745,True,856664,3.928126096725464,1,0,0,0,1,56,158,139,0,-56,-158,-139,Autophagy,VCP,2025-11-28T23:34:09.593318
89849,11,3663,300,4418,True,179297,1.0653870105743408,1,58,74,53,1,56,74,53,0,2,0,0,Autophagy,ATG16L2,2025-11-28T23:34:10.659484
25851,14,6535,300,8004,True,3404388,6.936821937561035,1,4,13,17,1,3,11,17,0,1,2,0,Autophagy,TECPR1,2025-11-28T23:34:17.597060
84219,40,6691,300,7250,True,1184971,3.1387481689453125,1,11,36,31,1,11,33,31,0,0,3,0,Autophagy,WDR24,2025-11-28T23:34:20.736508
284417,1,81,81,436,False,4680,0.011548280715942383,1,0,0,0,1,0,0,0,0,0,0,0,Autophagy,TMEM150B,2025-11-28T23:34:20.748618
9474,413,14593,300,4847,True,939417,3.5975170135498047,1,0,0,0,1,54,170,117,0,-54,-170,-117,Autophagy,ATG5,2025-11-28T23:34:24.346645
60673,88,9238,300,5786,True,598314,2.881518840789795,1,43,136,124,1,42,110,120,0,1,26,4,Autophagy,ATG101,2025-11-28T23:34:27.229275
2308,331,13762,300,4049,True,242828,2.8158762454986572,1,0,0,0,1,83,74,85,0,-83,-74,-85,Autophagy,FOXO1,2025-11-28T23:34:30.045863
201475,30,7334,300,4562,True,176088,1.9397871494293213,1,63,99,206,1,61,98,206,0,2,1,0,Autophagy,RAB12,2025-11-28T23:34:31.986260
7942,39,7647,300,7699,True,1759676,4.031449794769287,1,20,37,46,1,16,33,44,0,4,4,2,Autophagy,TFEB,2025-11-28T23:34:36.018486
81671,190,12485,300,5102,True,605227,3.0864169597625732,1,58,118,138,1,89,109,123,0,-31,9,15,Autophagy,VMP1,2025-11-28T23:34:39.105726
55054,1137,16927,300,4305,True,142112,2.732861042022705,1,0,0,0,1,83,152,89,0,-83,-152,-89,Autophagy,ATG16L1,2025-11-28T23:34:41.839327
8975,111,11632,300,5880,True,919311,3.3114728927612305,1,17,19,57,1,19,21,43,0,-2,-2,14,Autophagy,USP13,2025-11-28T23:34:45.151518
57103,61,10747,300,5754,True,1527229,3.983177423477173,1,33,15,13,1,43,13,12,0,-10,2,1,Autophagy,C12orf5,2025-11-28T23:34:49.135377
57617,123,12546,300,4285,True,139077,2.3966691493988037,1,70,113,169,1,102,125,140,0,-32,-12,29,Autophagy,VPS18,2025-11-28T23:34:51.532689
285973,20,5313,300,6244,True,1126970,2.4042391777038574,1,41,8,2,1,36,7,2,0,5,1,0,Autophagy,ATG9B,2025-11-28T23:34:53.937579
55062,50,6256,300,4970,True,1382236,2.984889268875122,1,49,107,90,1,50,100,90,0,-1,7,0,Autophagy,WIPI1,2025-11-28T23:34:56.923253
7957,51,7905,300,4829,True,211247,1.920546054840088,1,61,106,169,1,63,97,169,0,-2,9,0,Autophagy,EPM2A,2025-11-28T23:34:58.844577
115992,92,8800,300,3452,True,111469,1.8623621463775635,1,67,109,41,1,93,85,41,0,-26,24,0,Autophagy,RNF166,2025-11-28T23:35:00.707619
83734,16,3656,300,5309,True,605094,1.4210920333862305,1,8,18,3,1,7,18,3,0,1,0,0,Autophagy,ATG10,2025-11-28T23:35:02.129419
55578,90,10653,300,5108,True,308474,2.2918331623077393,1,25,96,104,1,27,90,99,0,-2,6,5,Autophagy,SUPT20H,2025-11-28T23:35:04.421916
8987,122,9972,300,6406,True,1706400,4.08822226524353,1,22,84,54,1,32,69,54,0,-10,15,0,Autophagy,STBD1,2025-11-28T23:35:08.510805
29979,428,15025,300,2353,True,55578,2.4863479137420654,1,0,0,0,1,110,97,11,0,-110,-97,-11,Autophagy,UBQLN1,2025-11-28T23:35:10.997874
29978,785,16192,300,5695,True,669085,3.3059310913085938,1,0,0,0,1,41,55,44,0,-41,-55,-44,Autophagy,UBQLN2,2025-11-28T23:35:14.304441
29982,67,8101,300,3252,True,708577,2.302927017211914,1,120,83,30,1,121,74,30,0,-1,9,0,Autophagy,NRBF2,2025-11-28T23:35:16.608073
