node_id,degree,center_ptm,ego_original_size,ego_actual_size,ego_edges,was_subsampled,ego_mean_ptm,ego_max_ptm,ego_ptm_std,H0_ptm10,H1_ptm10,H2_ptm10,H3_ptm10,H0_without_ptm10,H1_without_ptm10,H2_without_ptm10,H3_without_ptm10,delta_H1_ptm10,delta_H2_ptm10,delta_H3_ptm10,H0_ptm25,H1_ptm25,H2_ptm25,H3_ptm25,H0_without_ptm25,H1_without_ptm25,H2_without_ptm25,H3_without_ptm25,delta_H1_ptm25,delta_H2_ptm25,delta_H3_ptm25,H0_ptm50,H1_ptm50,H2_ptm50,H3_ptm50,H0_without_ptm50,H1_without_ptm50,H2_without_ptm50,H3_without_ptm50,delta_H1_ptm50,delta_H2_ptm50,delta_H3_ptm50,H0_ptm75,H1_ptm75,H2_ptm75,H3_ptm75,H0_without_ptm75,H1_without_ptm75,H2_without_ptm75,H3_without_ptm75,delta_H1_ptm75,delta_H2_ptm75,delta_H3_ptm75,H0_ptm90,H1_ptm90,H2_ptm90,H3_ptm90,H0_without_ptm90,H1_without_ptm90,H2_without_ptm90,H3_without_ptm90,delta_H1_ptm90,delta_H2_ptm90,delta_H3_ptm90,H0_ptm100,H1_ptm100,H2_ptm100,H3_ptm100,H0_without_ptm100,H1_without_ptm100,H2_without_ptm100,H3_without_ptm100,delta_H1_ptm100,delta_H2_ptm100,delta_H3_ptm100,H0_ptm_slope,H0_ptm_range,H1_ptm_slope,H1_ptm_range,H2_ptm_slope,H2_ptm_range,H3_ptm_slope,H3_ptm_range,delta_H1_ptm_slope,delta_H1_ptm_range,delta_H2_ptm_slope,delta_H2_ptm_range,delta_H3_ptm_slope,delta_H3_ptm_range,time_seconds,is_ad,timestamp
23560,411,0,14822,300,12198,True,24.616666666666667,2208,159.4941056033803,1,0,0,0,1,25,43,33,-25,-43,-33,1,0,0,0,1,25,43,33,-25,-43,-33,1,0,0,0,1,25,43,33,-25,-43,-33,1,0,0,0,1,25,43,33,-25,-43,-33,1,0,0,0,1,25,43,33,-25,-43,-33,1,0,0,0,1,23,36,36,-23,-36,-36,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.28571428571428437,2,0.9999999999999952,7,-0.42857142857143227,3,183.79097604751587,False,2025-11-30T00:59:09.825931
11278,189,0,11300,300,3681,True,58.96,6070,400.54262161889005,1,54,34,2,1,79,63,9,-25,-29,-7,1,54,34,2,1,79,63,9,-25,-29,-7,1,54,34,2,1,79,63,9,-25,-29,-7,1,54,34,2,1,79,63,9,-25,-29,-7,1,67,39,4,1,91,68,16,-24,-29,-12,1,27,78,69,1,37,106,74,-10,-28,-5,8.982146526069662e-17,0,-2.7428571428571353,40,6.714285714285714,44,9.742857142857138,67,2.2285714285714264,15,0.14285714285714027,1,-0.14285714285714385,7,3.1547799110412598,False,2025-11-30T00:59:12.987057
11279,326,0,12339,300,3736,True,22.996666666666666,1150,111.32006402960589,1,0,0,0,1,72,75,11,-72,-75,-11,1,0,0,0,1,72,75,11,-72,-75,-11,1,0,0,0,1,72,75,11,-72,-75,-11,1,0,0,0,1,72,75,11,-72,-75,-11,1,0,0,0,1,74,75,11,-74,-75,-11,1,0,0,0,1,63,163,18,-63,-163,-18,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,1.114285714285708,11,-12.57142857142857,88,-1.0000000000000004,7,3.7944159507751465,False,2025-11-30T00:59:16.782496
1040,63,0,7143,300,6344,True,40.04666666666667,1391,155.56519905028748,1,101,47,10,1,109,39,10,-8,8,0,1,101,47,10,1,109,39,10,-8,8,0,1,101,47,10,1,109,39,10,-8,8,0,1,101,47,10,1,109,39,10,-8,8,0,1,106,63,8,1,114,54,8,-8,9,0,1,105,81,6,1,112,70,6,-7,11,0,8.982146526069662e-17,0,1.0000000000000104,5,6.228571428571428,34,-0.7428571428571418,4,0.1428571428571424,1,0.5142857142857147,3,0.0,0,7.845570087432861,False,2025-11-30T00:59:24.629283
3091,430,0,15342,300,5302,True,70.97333333333333,3080,305.8808688943386,1,0,0,0,1,108,172,15,-108,-172,-15,1,0,0,0,1,108,172,15,-108,-172,-15,1,0,0,0,1,108,172,15,-108,-172,-15,1,0,0,0,1,108,172,15,-108,-172,-15,1,0,0,0,1,83,156,38,-83,-156,-38,1,0,0,0,1,41,59,93,-41,-59,-93,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,11.714285714285714,67,17.51428571428571,113,-13.11428571428571,78,3.5584590435028076,False,2025-11-30T00:59:28.189052
130074,57,0,8146,300,3517,True,21.1,1140,101.83376977538771,1,60,142,1,1,61,125,1,-1,17,0,1,60,142,1,1,61,125,1,-1,17,0,1,60,142,1,1,61,125,1,-1,17,0,1,60,142,1,1,61,125,1,-1,17,0,1,60,142,1,1,61,125,1,-1,17,0,1,69,225,3,1,70,203,3,-1,22,0,8.982146526069662e-17,0,1.2857142857142871,9,11.857142857142867,83,0.2857142857142857,2,-8.982146526069662e-17,0,0.7142857142857142,5,0.0,0,1.813882827758789,False,2025-11-30T00:59:30.004431
23580,76,0,10541,300,2510,True,56.45666666666666,6070,383.1993060043588,1,93,30,0,1,94,28,1,-1,2,-1,1,93,30,0,1,94,28,1,-1,2,-1,1,93,30,0,1,94,28,1,-1,2,-1,1,93,30,0,1,94,28,1,-1,2,-1,1,110,51,0,1,111,49,1,-1,2,-1,1,56,71,29,1,55,67,30,1,4,-1,8.982146526069662e-17,0,-3.828571428571419,54,7.657142857142856,41,4.1428571428571415,29,0.28571428571428553,2,0.2857142857142858,2,-8.982146526069662e-17,0,2.422851800918579,False,2025-11-30T00:59:32.428736
23586,1764,0,17265,300,2404,True,32.986666666666665,3080,200.66703720896018,1,0,0,0,1,241,26,2,-241,-26,-2,1,0,0,0,1,241,26,2,-241,-26,-2,1,0,0,0,1,241,26,2,-241,-26,-2,1,0,0,0,1,241,26,2,-241,-26,-2,1,0,0,0,1,277,30,2,-277,-30,-2,1,0,0,0,1,231,90,4,-231,-90,-4,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,-1.6571428571428592,46,-9.485714285714282,64,-0.2857142857142858,2,2.980861186981201,False,2025-11-30T00:59:35.410663
5157,41,0,4046,300,3818,True,30.99,2208,157.7407257706984,1,256,21,8,1,234,21,8,22,0,0,1,256,21,8,1,234,21,8,22,0,0,1,256,21,8,1,234,21,8,22,0,0,1,256,21,8,1,234,21,8,22,0,0,1,288,53,8,1,270,53,8,18,0,0,1,259,94,23,1,239,94,23,20,0,0,8.982146526069662e-17,0,3.1714285714285935,32,13.171428571428569,73,2.142857142857143,15,-0.6285714285714276,4,0.0,0,0.0,0,1.4490330219268799,False,2025-11-30T00:59:36.860975
5159,203,0,12831,300,4114,True,54.38333333333333,6070,370.57603320896095,1,78,119,9,1,117,117,7,-39,2,2,1,78,119,9,1,117,117,7,-39,2,2,1,78,119,9,1,117,117,7,-39,2,2,1,78,119,9,1,117,117,7,-39,2,2,1,71,135,31,1,127,126,24,-56,9,7,1,34,116,120,1,71,134,114,-37,-18,6,8.982146526069662e-17,0,-6.885714285714278,44,0.9428571428571502,19,17.742857142857137,111,-1.1714285714285724,19,-2.2571428571428562,27,0.9999999999999998,5,2.807573080062866,False,2025-11-30T00:59:39.669597
23597,165,0,13172,300,5462,True,39.47,3080,210.12744331317919,1,63,94,95,1,90,134,80,-27,-40,15,1,63,94,95,1,90,134,80,-27,-40,15,1,63,94,95,1,90,134,80,-27,-40,15,1,63,94,95,1,90,134,80,-27,-40,15,1,53,116,89,1,81,141,88,-28,-25,1,1,28,59,64,1,45,77,62,-17,-18,2,8.982146526069662e-17,0,-5.857142857142852,35,-3.1142857142857006,57,-4.942857142857127,31,1.342857142857139,11,4.4285714285714235,22,-3.0571428571428565,14,4.319636344909668,False,2025-11-30T00:59:43.990342
11315,342,73,15018,300,6951,True,44.04,2208,194.0929289455612,1,0,0,0,1,54,157,176,-54,-157,-176,1,0,0,0,1,54,157,176,-54,-157,-176,1,0,0,0,1,54,157,176,-54,-157,-176,1,0,0,0,1,54,157,176,-54,-157,-176,1,0,0,0,1,51,164,289,-51,-164,-289,1,0,0,0,1,53,103,344,-53,-103,-344,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.39999999999999347,3,7.1142857142857086,61,-33.68571428571429,168,5.1435511112213135,False,2025-11-30T00:59:49.134858
1080,1472,0,16796,300,4100,True,83.57,2995,315.14963393071974,1,0,0,0,1,157,161,0,-157,-161,0,1,0,0,0,1,157,161,0,-157,-161,0,1,0,0,0,1,157,161,0,-157,-161,0,1,0,0,0,1,157,161,0,-157,-161,0,1,0,0,0,1,185,275,0,-185,-275,0,1,0,0,0,1,91,92,52,-91,-92,-52,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,7.028571428571415,94,0.08571428571427035,183,-7.428571428571425,52,3.312959909439087,False,2025-11-30T00:59:52.448730
11335,614,0,15646,300,6033,True,34.516666666666666,1482,135.6409342918116,1,0,0,0,1,46,73,27,-46,-73,-27,1,0,0,0,1,46,73,27,-46,-73,-27,1,0,0,0,1,46,73,27,-46,-73,-27,1,0,0,0,1,46,73,27,-46,-73,-27,1,0,0,0,1,46,72,51,-46,-72,-51,1,0,0,0,1,40,69,48,-40,-69,-48,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.8571428571428569,6,0.6571428571428506,4,-5.057142857142856,24,5.042819976806641,False,2025-11-30T00:59:57.493103
255057,76,0,7332,300,4857,True,54.46666666666667,3080,237.94313513013054,1,57,97,3,2,56,93,3,1,4,0,1,57,97,3,2,56,93,3,1,4,0,1,57,97,3,2,56,93,3,1,4,0,1,57,97,3,2,56,93,3,1,4,0,1,70,125,74,1,67,121,74,3,4,0,1,48,105,138,1,45,99,136,3,6,2,8.982146526069662e-17,0,-0.17142857142856371,22,3.542857142857158,28,25.371428571428563,135,0.457142857142857,2,0.2857142857142859,2,0.28571428571428553,2,2.2071619033813477,False,2025-11-30T00:59:59.701234
1105,125,0,12183,300,7822,True,18.96,666,75.72444607478705,1,27,95,137,1,34,101,136,-7,-6,1,1,27,95,137,1,34,101,136,-7,-6,1,1,27,95,137,1,34,101,136,-7,-6,1,1,27,95,137,1,34,101,136,-7,-6,1,1,30,105,147,1,39,115,150,-9,-10,-3,1,5,41,110,1,7,47,115,-2,-6,-5,8.982146526069662e-17,0,-2.8857142857142817,25,-6.857142857142843,64,-2.9999999999999876,37,0.542857142857142,7,-0.34285714285714325,4,-1.1999999999999995,6,10.262908935546875,False,2025-11-30T01:00:09.965376
5203,122,0,10187,300,5469,True,52.3,6070,380.2042915766908,1,53,125,73,1,72,115,70,-19,10,3,1,53,125,73,1,72,115,70,-19,10,3,1,53,125,73,1,72,115,70,-19,10,3,1,53,125,73,1,72,115,70,-19,10,3,1,56,162,91,1,74,150,88,-18,12,3,1,46,117,67,1,62,104,61,-16,13,6,8.982146526069662e-17,0,-0.7428571428571324,10,2.028571428571437,45,0.6857142857142874,24,0.5142857142857117,3,0.6000000000000003,3,0.42857142857142855,3,3.4831130504608154,False,2025-11-30T01:00:13.449906
23637,121,0,12828,300,3922,True,36.81333333333333,1150,135.45975474492622,1,44,83,34,1,61,105,27,-17,-22,7,1,44,83,34,1,61,105,27,-17,-22,7,1,44,83,34,1,61,105,27,-17,-22,7,1,44,83,34,1,61,105,27,-17,-22,7,1,43,117,69,1,64,134,55,-21,-17,14,1,32,114,184,1,49,123,166,-17,-9,18,8.982146526069662e-17,0,-1.7999999999999956,12,7.342857142857148,34,24.42857142857142,150,-0.34285714285714325,4,2.2857142857142856,13,2.1714285714285713,11,2.9742462635040283,False,2025-11-30T01:00:16.425230
7259,121,0,12567,300,3392,True,54.54333333333334,6070,381.55339703492217,1,81,57,28,1,108,52,15,-27,5,13,1,81,57,28,1,108,52,15,-27,5,13,1,81,57,28,1,108,52,15,-27,5,13,1,81,57,28,1,108,52,15,-27,5,13,1,98,88,39,1,125,80,21,-27,8,18,1,56,94,63,1,74,83,45,-18,11,18,8.982146526069662e-17,0,-2.114285714285709,42,7.9428571428571475,37,5.942857142857142,35,1.285714285714283,9,1.1142857142857143,6,1.1428571428571432,5,3.0666069984436035,False,2025-11-30T01:00:19.493528
23644,219,0,14022,300,5735,True,24.866666666666667,725,88.33675465072409,1,27,82,68,1,45,120,125,-18,-38,-57,1,27,82,68,1,45,120,125,-18,-38,-57,1,27,82,68,1,45,120,125,-18,-38,-57,1,27,82,68,1,45,120,125,-18,-38,-57,1,25,88,81,1,44,135,127,-19,-47,-46,1,15,53,86,1,33,92,103,-18,-39,-17,8.982146526069662e-17,0,-1.8857142857142828,12,-3.6285714285714223,35,3.685714285714288,18,-0.08571428571428713,1,-0.9142857142857163,9,6.657142857142851,40,4.287340879440308,False,2025-11-30T01:00:23.781819
1121,54,0,7776,300,4316,True,51.04333333333334,3080,270.6950709849655,1,37,28,3,1,33,26,3,4,2,0,1,37,28,3,1,33,26,3,4,2,0,1,37,28,3,1,33,26,3,4,2,0,1,37,28,3,1,33,26,3,4,2,0,1,38,42,23,1,36,40,23,2,2,0,1,29,39,47,1,30,36,47,-1,3,0,8.982146526069662e-17,0,-1.0571428571428556,9,2.7714285714285736,14,7.999999999999998,44,-0.8857142857142849,5,0.14285714285714296,1,0.0,0,3.1624531745910645,False,2025-11-30T01:00:26.945368
7274,48,0,5338,300,1536,True,52.736666666666665,6070,380.3537134329337,1,163,7,0,1,157,7,0,6,0,0,1,163,7,0,1,157,7,0,6,0,0,1,163,7,0,1,157,7,0,6,0,0,1,163,7,0,1,157,7,0,6,0,0,1,194,10,0,1,196,10,0,-2,0,0,1,109,10,0,1,115,10,0,-6,0,0,8.982146526069662e-17,0,-5.057142857142844,85,0.685714285714286,3,0.0,0,-2.399999999999998,12,0.0,0,0.0,0,0.8187460899353027,False,2025-11-30T01:00:27.765165
3184,622,460,16937,300,6602,True,47.72666666666667,2208,200.6178422329934,1,0,0,0,1,94,90,60,-94,-90,-60,1,0,0,0,1,94,90,60,-94,-90,-60,1,0,0,0,1,94,90,60,-94,-90,-60,1,0,0,0,1,94,90,60,-94,-90,-60,1,0,0,0,1,88,102,67,-88,-102,-67,1,0,0,0,1,51,31,40,-51,-31,-40,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,6.657142857142847,43,7.399999999999994,71,2.2571428571428513,27,10.10768175125122,False,2025-11-30T01:00:37.874229
3187,1573,0,18085,300,5702,True,46.84,3080,241.2095514968952,1,0,0,0,1,114,112,75,-114,-112,-75,1,0,0,0,1,114,112,75,-114,-112,-75,1,0,0,0,1,114,112,75,-114,-112,-75,1,0,0,0,1,114,112,75,-114,-112,-75,1,0,0,0,1,125,168,89,-125,-168,-89,1,0,0,0,1,85,140,66,-85,-140,-66,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,3.1999999999999864,40,-8.800000000000006,56,0.08571428571427803,23,5.426890134811401,False,2025-11-30T01:00:43.302241
3191,1978,0,18288,300,4938,True,54.13,3080,260.19206963318464,1,0,0,0,1,101,46,21,-101,-46,-21,1,0,0,0,1,101,46,21,-101,-46,-21,1,0,0,0,1,101,46,21,-101,-46,-21,1,0,0,0,1,101,46,21,-101,-46,-21,1,0,0,0,1,118,58,30,-118,-58,-30,1,0,0,0,1,85,61,43,-85,-61,-43,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.8285714285714123,33,-3.1714285714285713,15,-3.9142857142857133,22,5.618769884109497,False,2025-11-30T01:00:48.922051
58499,66,0,10145,300,5424,True,55.36,2319,249.62897214332583,1,61,85,85,1,64,86,79,-3,-1,6,1,61,85,85,1,64,86,79,-3,-1,6,1,61,85,85,1,64,86,79,-3,-1,6,1,61,85,85,1,64,86,79,-3,-1,6,1,61,104,126,1,63,102,119,-2,2,7,1,52,110,136,1,54,108,130,-2,2,6,8.982146526069662e-17,0,-1.2857142857142834,9,5.2000000000000055,25,10.800000000000002,51,0.22857142857142845,1,0.6857142857142855,3,0.08571428571428605,1,3.453167676925659,False,2025-11-30T01:00:52.376407
58500,129,0,12167,300,3749,True,17.44,666,75.02977009161097,1,87,57,3,1,158,65,3,-71,-8,0,1,87,57,3,1,158,65,3,-71,-8,0,1,87,57,3,1,158,65,3,-71,-8,0,1,87,57,3,1,158,65,3,-71,-8,0,1,87,57,3,1,158,65,3,-71,-8,0,1,42,43,4,1,107,58,4,-65,-15,0,8.982146526069662e-17,0,-6.428571428571426,45,-1.9999999999999942,14,0.14285714285714302,1,0.8571428571428511,6,-1.0000000000000004,7,0.0,0,3.008366107940674,False,2025-11-30T01:00:55.385804
54413,89,0,8020,300,5273,True,44.21,3080,207.88233667149308,1,95,73,36,1,81,67,36,14,6,0,1,95,73,36,1,81,67,36,14,6,0,1,95,73,36,1,81,67,36,14,6,0,1,95,73,36,1,81,67,36,14,6,0,1,87,116,68,1,76,109,68,11,7,0,1,82,96,95,1,73,86,95,9,10,0,8.982146526069662e-17,0,-2.5428571428571356,13,6.971428571428573,43,11.171428571428569,59,-0.9714285714285696,5,0.657142857142857,4,0.0,0,2.9099459648132324,False,2025-11-30T01:00:58.296835
58517,312,0,14376,300,9543,True,22.79,775,98.53712955023603,1,0,0,0,1,21,78,152,-21,-78,-152,1,0,0,0,1,21,78,152,-21,-78,-152,1,0,0,0,1,21,78,152,-21,-78,-152,1,0,0,0,1,21,78,152,-21,-78,-152,1,0,0,0,1,22,83,146,-22,-83,-146,1,0,0,0,1,21,68,121,-21,-68,-121,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,-0.08571428571428664,1,0.999999999999999,15,4.942857142857127,31,24.445378065109253,False,2025-11-30T01:01:22.743271
7328,1960,0,17837,300,5141,True,42.973333333333336,2208,194.0933605825357,1,0,0,0,1,125,168,44,-125,-168,-44,1,0,0,0,1,125,168,44,-125,-168,-44,1,0,0,0,1,125,168,44,-125,-168,-44,1,0,0,0,1,125,168,44,-125,-168,-44,1,0,0,0,1,70,150,48,-70,-150,-48,1,0,0,0,1,37,99,24,-37,-99,-24,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,17.28571428571427,88,11.399999999999984,69,2.514285714285711,24,3.831655979156494,False,2025-11-30T01:01:26.577302
9380,101,0,10795,300,4056,True,34.626666666666665,2319,181.592604352588,1,75,135,47,1,81,138,46,-6,-3,1,1,75,135,47,1,81,138,46,-6,-3,1,1,75,135,47,1,81,138,46,-6,-3,1,1,75,135,47,1,81,138,46,-6,-3,1,1,75,135,47,1,81,138,46,-6,-3,1,1,55,195,131,1,60,201,135,-5,-6,-4,8.982146526069662e-17,0,-2.857142857142853,20,8.571428571428578,60,12.0,84,0.14285714285714218,1,-0.42857142857142855,3,-0.714285714285714,5,2.9248390197753906,False,2025-11-30T01:01:29.503198
54443,1781,0,17885,300,6604,True,58.35666666666667,3150,258.9017628153367,1,0,0,0,1,60,280,108,-60,-280,-108,1,0,0,0,1,60,280,108,-60,-280,-108,1,0,0,0,1,60,280,108,-60,-280,-108,1,0,0,0,1,60,280,108,-60,-280,-108,1,0,0,0,1,30,281,259,-30,-281,-259,1,0,0,0,1,16,135,167,-16,-135,-167,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,8.857142857142849,44,20.628571428571412,146,-21.37142857142857,151,4.595478057861328,False,2025-11-30T01:01:34.099559
5291,79,80,9229,300,4586,True,65.41333333333333,2319,251.52463594822848,1,134,99,2,1,135,88,2,-1,11,0,1,134,99,2,1,135,88,2,-1,11,0,1,134,99,2,1,135,88,2,-1,11,0,1,134,99,2,1,135,88,2,-1,11,0,1,116,258,32,1,112,248,31,4,10,1,1,70,109,69,1,68,100,68,2,9,1,8.982146526069662e-17,0,-10.685714285714276,64,15.057142857142857,159,12.142857142857139,67,0.8571428571428568,5,-0.3714285714285705,2,0.22857142857142848,1,2.23702073097229,False,2025-11-30T01:01:36.337537
345274,189,0,6827,300,2788,True,8.05,864,59.068272645586426,1,267,500,10,1,291,401,8,-24,99,2,1,267,500,10,1,291,401,8,-24,99,2,1,267,500,10,1,291,401,8,-24,99,2,1,267,500,10,1,291,401,8,-24,99,2,1,267,500,10,1,291,401,8,-24,99,2,1,283,527,10,1,314,414,8,-31,113,2,8.982146526069662e-17,0,2.2857142857142976,16,3.8571428571428865,27,9.580956294474307e-16,0,-1.0000000000000009,7,2.0,14,1.7964293052139324e-16,0,1.383573055267334,False,2025-11-30T01:01:37.722122
7355,37,0,8198,300,3726,True,42.97666666666667,3150,243.0368616531703,1,53,68,0,1,51,62,0,2,6,0,1,53,68,0,1,51,62,0,2,6,0,1,53,68,0,1,51,62,0,2,6,0,1,53,68,0,1,51,62,0,2,6,0,1,45,134,1,1,43,126,1,2,8,0,1,40,84,21,1,38,84,21,2,0,0,8.982146526069662e-17,0,-2.5428571428571396,13,7.942857142857146,66,3.0857142857142836,21,1.7964293052139324e-16,0,-0.6857142857142854,8,0.0,0,1.9192872047424316,False,2025-11-30T01:01:39.642470
5310,39,0,10163,300,5129,True,52.97,2319,210.66636126032714,1,92,210,31,1,93,207,31,-1,3,0,1,92,210,31,1,93,207,31,-1,3,0,1,92,210,31,1,93,207,31,-1,3,0,1,92,210,31,1,93,207,31,-1,3,0,2,85,274,124,2,87,268,124,-2,6,0,1,27,47,55,1,23,39,55,4,8,0,0.0857142857142858,1,-9.885714285714265,65,-17.79999999999998,227,11.399999999999999,93,0.6285714285714282,6,0.9714285714285712,5,0.0,0,2.4664788246154785,False,2025-11-30T01:01:42.109909
9416,489,0,14711,300,8984,True,21.52,1070,102.3734158200588,1,0,0,0,1,11,52,67,-11,-52,-67,1,0,0,0,1,11,52,67,-11,-52,-67,1,0,0,0,1,11,52,67,-11,-52,-67,1,0,0,0,1,11,52,67,-11,-52,-67,1,0,0,0,1,11,52,67,-11,-52,-67,1,0,0,0,1,8,35,60,-8,-35,-60,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.4285714285714282,3,2.4285714285714257,17,0.9999999999999933,7,37.546865940093994,False,2025-11-30T01:02:19.659234
25804,175,0,12348,300,6301,True,27.583333333333332,3080,200.40150462398122,1,35,86,51,1,50,98,48,-15,-12,3,1,35,86,51,1,50,98,48,-15,-12,3,1,35,86,51,1,50,98,48,-15,-12,3,1,35,86,51,1,50,98,48,-15,-12,3,1,35,86,51,1,50,98,48,-15,-12,3,1,31,90,84,1,51,101,95,-20,-11,-11,8.982146526069662e-17,0,-0.5714285714285696,4,0.5714285714285764,4,4.7142857142857135,33,-0.7142857142857154,5,0.14285714285714074,1,-1.9999999999999987,14,12.501179218292236,False,2025-11-30T01:02:32.161786
54477,235,0,13817,300,6587,True,42.376666666666665,1632,182.4223527665645,1,12,89,58,1,63,187,85,-51,-98,-27,1,12,89,58,1,63,187,85,-51,-98,-27,1,12,89,58,1,63,187,85,-51,-98,-27,1,12,89,58,1,63,187,85,-51,-98,-27,1,13,98,73,1,65,212,98,-52,-114,-25,1,16,80,142,1,61,186,179,-45,-106,-37,8.982146526069662e-17,0,0.6571428571428575,4,-0.5142857142857007,18,13.285714285714283,84,0.7714285714285684,7,-2.514285714285718,16,-1.2571428571428571,12,17.683691024780273,False,2025-11-30T01:02:49.846637
7381,122,0,11857,300,3143,True,60.376666666666665,6070,391.3832837371684,1,50,40,11,1,56,48,10,-6,-8,1,1,50,40,11,1,56,48,10,-6,-8,1,1,50,40,11,1,56,48,10,-6,-8,1,1,50,40,11,1,56,48,10,-6,-8,1,1,73,55,16,1,80,62,15,-7,-7,1,1,30,46,31,1,37,54,27,-7,-8,4,8.982146526069662e-17,0,-0.8857142857142803,43,2.142857142857146,15,3.2857142857142856,20,-0.22857142857142893,1,0.0857142857142852,1,0.42857142857142844,3,2.791497230529785,False,2025-11-30T01:02:52.639590
23765,153,0,9380,300,2773,True,31.84,1921,161.71724624582666,1,426,36,0,1,446,26,0,-20,10,0,1,426,36,0,1,446,26,0,-20,10,0,1,426,36,0,1,446,26,0,-20,10,0,1,426,36,0,1,446,26,0,-20,10,0,1,438,40,0,1,457,30,0,-19,10,0,1,422,62,1,1,444,29,1,-22,33,0,8.982146526069662e-17,0,0.45714285714286723,16,4.057142857142858,26,0.14285714285714277,1,-0.20000000000000107,3,3.285714285714285,23,0.0,0,2.280531883239746,False,2025-11-30T01:02:54.921138
3295,186,0,13695,300,6220,True,58.473333333333336,3080,262.1883596873735,1,38,73,75,1,66,101,70,-28,-28,5,1,38,73,75,1,66,101,70,-28,-28,5,1,38,73,75,1,66,101,70,-28,-28,5,1,38,73,75,1,66,101,70,-28,-28,5,1,23,74,107,1,58,110,105,-35,-36,2,1,15,29,67,1,49,50,56,-34,-21,11,8.982146526069662e-17,0,-4.571428571428566,23,-6.1999999999999895,45,1.6000000000000065,40,-1.457142857142859,7,0.31428571428571356,15,0.5999999999999998,9,5.6531291007995605,False,2025-11-30T01:03:00.575455
1267,195,0,14292,300,5828,True,64.64,6070,407.7245521182162,1,38,114,63,1,79,151,63,-41,-37,0,1,38,114,63,1,79,151,63,-41,-37,0,1,38,114,63,1,79,151,63,-41,-37,0,1,38,114,63,1,79,151,63,-41,-37,0,1,34,164,108,1,76,222,113,-42,-58,-5,1,19,101,99,1,51,144,111,-32,-43,-12,8.982146526069662e-17,0,-3.057142857142854,19,2.42857142857143,63,9.000000000000002,45,1.1999999999999968,10,-2.657142857142861,21,-2.1428571428571423,12,4.123151063919067,False,2025-11-30T01:03:04.699792
150771,40,0,5725,300,4649,True,14.73,864,81.20609849840918,1,141,76,15,1,120,76,15,21,0,0,1,141,76,15,1,120,76,15,21,0,0,1,141,76,15,1,120,76,15,21,0,0,1,141,76,15,1,120,76,15,21,0,0,1,141,76,15,1,120,76,15,21,0,0,1,149,97,29,1,130,97,29,19,0,0,8.982146526069662e-17,0,1.1428571428571603,8,3.0000000000000027,21,2.000000000000001,14,-0.2857142857142853,2,0.0,0,0.0,0,6.442487955093384,False,2025-11-30T01:03:11.143601
9462,156,0,12776,300,6810,True,53.193333333333335,3080,241.69819187481642,1,43,96,63,1,55,109,64,-12,-13,-1,1,43,96,63,1,55,109,64,-12,-13,-1,1,43,96,63,1,55,109,64,-12,-13,-1,1,43,96,63,1,55,109,64,-12,-13,-1,1,30,118,127,1,41,136,132,-11,-18,-5,1,23,70,138,1,31,92,132,-8,-22,6,8.982146526069662e-17,0,-3.971428571428569,20,-1.8285714285714114,48,16.2,75,0.657142857142857,4,-1.7142857142857146,9,0.6571428571428567,11,17.915908098220825,False,2025-11-30T01:03:29.060900
9463,482,0,13326,300,1507,True,9.98,664,57.07783808099252,1,0,0,0,2,294,9,0,-294,-9,0,1,0,0,0,2,294,9,0,-294,-9,0,1,0,0,0,2,294,9,0,-294,-9,0,1,0,0,0,2,294,9,0,-294,-9,0,1,0,0,0,2,294,9,0,-294,-9,0,1,0,0,0,1,295,20,0,-295,-20,0,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,-0.14285714285714027,1,-1.5714285714285716,11,0.0,0,2.6859371662139893,False,2025-11-30T01:03:31.748353
64761,43,0,9828,300,5374,True,42.14666666666667,1482,163.4476628431526,1,23,54,47,1,25,54,47,-2,0,0,1,23,54,47,1,25,54,47,-2,0,0,1,23,54,47,1,25,54,47,-2,0,0,1,23,54,47,1,25,54,47,-2,0,0,1,21,53,54,1,22,53,54,-1,0,0,1,18,35,46,1,20,35,46,-2,0,0,8.982146526069662e-17,0,-0.8857142857142827,5,-2.7999999999999967,19,0.4571428571428624,8,0.08571428571428556,1,0.0,0,0.0,0,3.0392439365386963,False,2025-11-30T01:03:34.788837
